Fid,Trans_Date,CC_No,CC_type,Trans_Type,Amount,Firstname,Lastname,Gender,Age,lat,lon,Transid,Label,results
10.42.0.151-10.42.0.1-5351-36076-17,01-11-21,4280000000000000.0,Single Currency Card,gas_transport,894.910352,Jennifer,Vance,Female,45,46.1664,-103.7079,411000,0,0
222.73.28.96-10.42.0.211-80-45209-6,02-03-22,5500000000000000.0,EaseMyTrip,grocery_pos,118.312302,Wayne,Payne,Male,59,41.1464,-81.5107,544000,1,1
172.217.3.110-10.42.0.151-443-43207-6,18-06-22,3510000000000000.0,First Wealth Credit Card ,gas_transport,199.621137,Amber,Perez,Female,74,43.7588,-97.8712,802000,0,0
206.126.112.142-10.42.0.151-443-40231-6,06-06-22,213000000000000.0,Elite Credit Card,grocery_pos,261.032083,Alyssa,Morgan,Female,35,34.048,-85.9246,568500,1,1
172.217.10.13-10.42.0.42-443-52950-17,07-03-22,6010000000000000.0,Dynamic Currency Conversion,shopping_net,930.115009,Robert,Holland,Male,50,33.141,-84.1759,391000,0,0
10.42.0.151-10.42.0.1-1126-53-17,24-07-21,676000000000.0,Single Currency Card,grocery_net,176.211823,Ellen,Smith,Female,40,40.7687,-80.3592,298000,1,1
10.42.0.211-52.84.134.65-39973-443-6,27-06-21,30000000000000.0,EaseMyTrip,gas_transport,220.685812,Curtis,Young,Male,64,42.1239,-79.1895,400000,0,0
157.55.56.174-10.42.0.42-40022-46360-17,01-10-22,3560000000000000.0,Dynamic Currency Conversion,gas_transport,389.191998,Matthew,Young,Male,65,33.7163,-116.3381,425000,0,0
172.217.12.163-10.42.0.42-443-39941-6,29-08-21,344000000000000.0,Dynamic Currency Conversion,shopping_pos,1400.681628,Sally,Moore,Female,55,33.9349,-80.8449,328500,0,0
10.42.0.211-98.139.199.205-38846-443-6,08-06-21,4980000000000.0,Single Currency Card,grocery_pos,24302.09819,Joseph,Spencer,Male,66,40.0113,-80.9701,650000,0,0
180.163.255.159-10.42.0.151-443-55713-6,28-03-22,342000000000000.0,EaseMyTrip,grocery_pos,173.710118,Mark,Brown,Male,43,64.7556,-165.6723,850000,0,0
10.42.0.151-104.244.43.195-58055-443-6,12-03-21,376000000000000.0,First Wealth Credit Card ,misc_net,266.50397000000004,Tyler,Garcia,Male,74,38.4207,-79.4629,930000,1,1
172.217.9.238-10.42.0.151-443-39615-6,16-08-22,6010000000000000.0,Elite Credit Card,grocery_pos,891.0599269999999,Ronald,Carson,Male,72,40.9918,-73.98,530000,1,1
10.42.0.211-10.42.0.1-25465-53-17,04-05-21,180000000000000.0,EaseMyTrip,grocery_net,310.58347000000003,Becky,Mckinney,Female,66,30.7145,-88.0918,495000,0,0
10.42.0.211-23.219.23.166-50692-80-6,23-08-21,3530000000000000.0,Dynamic Currency Conversion,grocery_pos,301.346806,Pamela,Curtis,Female,53,40.4679,-77.8967,500000,0,0
202.77.129.230-10.42.0.151-80-40961-6,20-08-21,4780000000000.0,Single Currency Card,shopping_pos,912.2698220000001,Jessica,Garcia,Female,50,38.5957,-99.554,325000,0,0
198.11.132.178-10.42.0.211-443-42654-6,06-05-21,4870000000000000.0,EaseMyTrip,grocery_pos,345.15359,Patricia,Russell,Female,69,41.5646,-91.0859,365000,1,1
10.42.0.211-104.244.43.195-35084-443-6,09-11-21,6010000000000000.0,Dynamic Currency Conversion,misc_pos,192.979922,Robert,Long,Male,62,41.0552,-110.1603,471000,1,1
10.42.0.211-10.42.0.1-45486-53-17,15-07-21,371000000000000.0,Single Currency Card,grocery_net,3945.38539,Amanda,Fitzgerald,Female,69,40.1159,-74.8536,223000,1,1
10.42.0.211-10.42.0.1-63456-53-17,22-03-22,3570000000000000.0,EaseMyTrip,shopping_pos,936.618592,Steven,Castaneda,Male,56,35.4311,-105.9409,503000,1,1
172.217.6.226-10.42.0.211-443-53137-6,10-08-21,2720000000000000.0,First Wealth Credit Card ,misc_pos,3039.137305,Joseph,Murray,Male,61,43.3526,-102.5411,230000,1,1
10.42.0.211-104.192.110.245-52640-80-6,25-03-22,2720000000000000.0,Elite Credit Card,misc_pos,528.2415179999999,Joseph,Murray,Male,69,43.3526,-102.5411,550000,0,0
10.42.0.211-10.42.0.1-45634-53-17,28-04-21,4070000000000.0,Dynamic Currency Conversion,grocery_pos,1949.814235,Jamie,Olson,Female,78,37.8795,-82.7251,1100000,1,1
10.42.0.42-31.13.71.1-60656-443-6,25-01-21,5130000000000000.0,Single Currency Card,grocery_pos,179.42685,David,Campbell,Male,60,38.9367,-76.994,193000,0,0
172.217.10.234-10.42.0.151-443-50267-6,03-03-23,213000000000000.0,EaseMyTrip,entertainment,177.051156,Melanie,Jimenez,Female,53,43.3392,-75.7543,590000,0,0
174.35.73.148-10.42.0.211-80-49606-6,24-01-21,4070000000000000.0,Dynamic Currency Conversion,gas_transport,209.31758200000002,Stephanie,Hopkins,Female,59,28.9814,-98.0156,712500,0,0
10.42.0.42-103.7.30.118-49595-80-6,07-01-21,571000000000.0,Dynamic Currency Conversion,grocery_pos,154.555561,Louis,Fisher,Male,34,43.0048,-108.8964,689800,1,1
10.42.0.211-106.11.92.1-40924-443-6,26-09-22,4230000000000000.0,Single Currency Card,gas_transport,1212.951385,Tyler,Mills,Male,62,37.6848,-85.8784,430000,0,0
10.42.0.42-72.21.207.79-52398-443-6,14-07-22,4.66e+18,EaseMyTrip,grocery_pos,1831.024986,Linda,Park,Female,70,40.8555,-79.7372,785200,1,1
10.42.0.211-10.42.0.1-40094-53-17,14-01-22,2710000000000000.0,First Wealth Credit Card ,gas_transport,303.743033,Jenna,Brooks,Female,37,30.4066,-91.1468,474900,0,0
10.42.0.151-31.13.71.3-55291-443-6,04-03-21,4480000000000000.0,Elite Credit Card,grocery_pos,634.388953,Leslie,Ford,Female,59,38.8265,-82.1364,1070000,1,1
203.130.53.126-10.42.0.211-80-38264-6,28-01-23,2250000000000000.0,Dynamic Currency Conversion,grocery_pos,67.643963,Jason,Hernandez,Male,55,44.6437,-90.1031,435000,0,0
10.42.0.211-121.12.98.63-32775-80-6,08-02-23,3580000000000000.0,Single Currency Card,grocery_pos,769.627647,Mary,Humphrey,Female,44,47.7068,-97.2092,941500,1,1
172.217.11.10-10.42.0.151-443-54427-6,15-11-21,4480000000000000.0,EaseMyTrip,shopping_pos,1208.463027,Leslie,Ford,Female,56,38.8265,-82.1364,312000,1,1
180.149.136.194-10.42.0.42-443-54269-6,06-04-22,4380000000000000.0,Dynamic Currency Conversion,grocery_pos,695.503633,Nicholas,Mcmahon,Male,56,36.115,-84.0438,835000,0,0
172.217.12.138-10.42.0.151-443-37012-6,04-07-22,4630000000000000.0,Single Currency Card,grocery_pos,3533.4648,Mackenzie,Smith,Female,76,41.6414,-96.5232,713250,1,1
182.22.31.252-10.42.0.211-443-33046-6,23-12-22,2310000000000000.0,EaseMyTrip,misc_pos,308.39988700000004,Jeffrey,Rice,Male,60,40.6866,-92.6833,440000,0,0
198.11.188.78-10.42.0.211-443-44995-6,16-09-22,180000000000000.0,Dynamic Currency Conversion,gas_transport,416.412205,Sharon,Smith,Female,56,33.7467,-117.1721,580135,0,0
10.42.0.211-52.84.143.189-48533-443-6,03-11-21,568000000000.0,Single Currency Card,misc_pos,4676.633767,Dawn,Tucker,Female,58,29.7736,-95.4034,575000,1,1
172.217.10.110-10.42.0.42-443-48070-6,22-12-22,180000000000000.0,EaseMyTrip,misc_pos,879.041116,Krystal,Gamble,Female,52,39.6747,-76.8941,613000,1,1
10.42.0.211-64.71.142.95-55732-80-6,19-04-21,3580000000000000.0,First Wealth Credit Card ,grocery_pos,1854.077627,Jessica,Ward,Female,64,33.5623,-112.0559,235000,0,0
173.194.66.188-10.42.0.42-5228-58327-6,12-02-21,2240000000000000.0,Elite Credit Card,grocery_net,180.400442,Melissa,Mcclure,Female,58,42.73,-104.7024,660000,1,1
172.217.12.170-10.42.0.151-443-57137-6,12-04-22,3540000000000000.0,Dynamic Currency Conversion,misc_pos,215.00795699999998,Matthew,Myers,Male,73,39.39,-88.9597,280000,0,0
10.42.0.211-112.80.248.187-55545-80-6,01-11-21,377000000000000.0,Single Currency Card,misc_net,1582.515056,Jackie,Davis,Female,49,37.3272,-91.0243,268000,1,1
172.217.10.34-10.42.0.211-443-35051-6,31-01-22,4.43e+18,EaseMyTrip,entertainment,883.2493279999999,Richard,Waters,Male,57,42.9993,-88.2196,235000,0,0
10.42.0.211-77.234.44.201-35967-80-6,19-12-21,3550000000000000.0,Dynamic Currency Conversion,misc_net,207.88740900000002,Sara,Harris,Female,46,44.232,-74.4905,390000,1,1
151.101.117.140-10.42.0.211-443-55833-6,08-03-21,3540000000000000.0,Dynamic Currency Conversion,grocery_pos,1342.185961,Steven,Yoder,Male,59,34.7437,-102.5064,654950,0,0
182.22.25.252-10.42.0.42-80-40957-6,31-08-22,371000000000000.0,Single Currency Card,misc_net,2412.544026,Sarah,Clark,Female,49,36.2017,-81.1286,449500,0,0
172.217.10.3-10.42.0.151-443-34339-6,21-02-22,4170000000000000.0,EaseMyTrip,gas_transport,8.8426,Stephen,Marshall,Male,46,40.333,-73.9809,150000,0,0
10.42.0.211-106.11.30.199-37158-80-6,15-02-21,340000000000000.0,EaseMyTrip,misc_pos,142.868781,Sophia,Dickson,Female,63,36.1183,-79.5685,440000,0,0
216.58.219.227-10.42.0.211-80-47470-6,11-04-22,213000000000000.0,Dynamic Currency Conversion,misc_net,756.2209780000001,Zachary,Allen,Male,73,41.2001,-92.1354,710000,0,0
10.42.0.211-10.42.0.1-50077-53-17,14-09-21,4860000000000.0,EaseMyTrip,gas_transport,2279.351491,Elizabeth,Payne,Female,54,41.0036,-78.1104,420000,1,1
172.217.10.74-10.42.0.151-443-51269-6,04-04-21,5600000000000000.0,Dynamic Currency Conversion,grocery_pos,8.561539999999999,Joseph,Moody,Male,57,29.9912,-90.2479,312000,1,1
10.42.0.211-64.71.142.120-37155-443-6,05-12-22,180000000000000.0,Single Currency Card,entertainment,178.11543400000002,Krystal,Gamble,Female,51,39.6747,-76.8941,320000,0,0
10.42.0.211-111.221.77.171-60774-443-17,17-07-22,4.99e+18,EaseMyTrip,grocery_pos,326.316359,Vanessa,Anderson,Female,62,34.1832,-81.5324,235000,0,0
172.217.11.46-10.42.0.151-443-48949-6,21-12-21,2380000000000000.0,Dynamic Currency Conversion,misc_pos,414.824247,Patrick,Vaughan,Male,79,43.745,-70.9092,437000,0,0
10.42.0.211-104.193.88.109-53752-80-6,18-02-21,4820000000000000.0,Single Currency Card,shopping_pos,325.312921,Christina,Nelson,Female,65,31.9907,-96.9837,545000,1,1
10.42.0.151-31.13.80.5-44777-443-6,17-01-21,379000000000000.0,EaseMyTrip,grocery_net,1104.152962,Tina,Zimmerman,Female,52,35.7382,-98.7388,640000,1,1
184.31.6.135-10.42.0.151-443-42487-6,29-04-22,375000000000000.0,First Wealth Credit Card ,grocery_pos,344.973051,Shannon,Bell,Female,38,47.0999,-96.727,432000,1,1
10.42.0.211-77.234.42.92-39275-443-6,18-12-21,585000000000.0,Elite Credit Card,gas_transport,330.87851,Jessica,Jordan,Female,32,47.5196,-101.2332,548000,1,1
10.42.0.211-10.42.0.1-18038-53-17,19-01-23,30200000000000.0,Dynamic Currency Conversion,grocery_pos,1732.955307,James,Baldwin,Male,41,38.5072,-81.89,830000,1,1
203.205.158.60-10.42.0.151-80-39776-6,13-07-21,571000000000.0,Single Currency Card,grocery_net,357.59148799999997,Lori,Mclean,Female,49,39.8882,-79.8694,875000,0,0
172.217.12.202-10.42.0.211-443-45672-6,14-08-21,4150000000000.0,EaseMyTrip,gas_transport,597.1591490000001,Samuel,Farrell,Male,60,33.9778,-86.5598,409950,1,1
172.217.10.46-10.42.0.211-80-40325-6,01-04-22,4790000000000.0,Dynamic Currency Conversion,grocery_pos,2559.345,Kristin,Williams,Female,59,39.6321,-84.2675,695000,0,0
10.42.0.211-119.146.74.49-40481-443-6,07-11-21,30200000000000.0,Dynamic Currency Conversion,gas_transport,988.7126210000001,Matthew,Lambert,Male,62,43.9446,-88.0911,562100,0,0
10.42.0.211-31.13.71.52-34885-443-6,08-08-21,4910000000000000.0,Single Currency Card,grocery_pos,247.20590099999998,Lauren,Torres,Female,47,32.2779,-97.2351,475000,0,0
10.42.0.42-66.231.239.122-34702-80-6,26-04-21,4250000000000.0,EaseMyTrip,misc_pos,1116.001393,Judith,Moss,Female,65,39.537,-83.455,425000,1,1
206.126.112.142-10.42.0.151-443-56757-6,19-01-22,4.77e+18,First Wealth Credit Card ,gas_transport,2818.7074789999997,Andrea,Cruz,Female,68,40.5553,-77.4001,600000,0,0
10.42.0.211-69.147.82.60-58937-443-6,09-05-22,3590000000000000.0,Elite Credit Card,grocery_net,759.3469660000001,Kimberly,Gonzalez,Female,53,34.5091,-92.4828,770000,1,1
182.22.120.246-10.42.0.151-443-49175-6,04-02-23,6010000000000000.0,EaseMyTrip,gas_transport,2703.217084,Victoria,Fleming,Female,70,45.6675,-93.2433,239000,0,0
10.42.0.211-104.210.9.95-48680-443-6,22-07-21,639000000000.0,Dynamic Currency Conversion,grocery_net,232.07686600000002,Destiny,Lowe,Female,48,44.6087,-74.9732,295000,1,1
10.42.0.42-72.21.206.121-59013-443-6,01-10-21,6600000000000000.0,Single Currency Card,shopping_pos,1356.0876289999999,Gina,Gomez,Female,61,40.6774,-74.4968,560000,0,0
10.42.0.211-36.51.254.232-56316-443-6,16-09-21,213000000000000.0,EaseMyTrip,shopping_net,1321.46938,Mark,Tyler,Male,54,33.141,-82.515,613000,1,1
10.42.0.211-103.235.46.212-60285-80-6,07-06-21,180000000000000.0,Dynamic Currency Conversion,grocery_net,102.895907,Michelle,Woods,Female,47,42.3703,-84.2485,960000,1,1
10.42.0.211-123.125.29.220-57859-80-6,04-10-22,6010000000000000.0,Single Currency Card,grocery_pos,1540.175186,Kaitlyn,Newman,Female,67,36.2835,-87.4581,847000,0,0
217.69.133.211-10.42.0.211-443-60086-6,16-09-21,4.36e+18,EaseMyTrip,gas_transport,1272.080547,Dawn,Stephens,Female,60,42.7012,-92.0762,206000,1,1
10.42.0.211-10.42.0.1-43708-53-17,21-08-21,375000000000000.0,First Wealth Credit Card ,gas_transport,280.61807200000004,Shannon,Bell,Female,41,47.0999,-96.727,253000,0,0
10.42.0.211-123.125.115.190-54987-80-6,07-12-22,346000000000000.0,Elite Credit Card,grocery_pos,1501.874974,Carol,Dillon,Female,59,38.4121,-75.2811,430000,0,0
182.254.5.234-10.42.0.211-80-60379-6,10-04-22,5000000000000000.0,Dynamic Currency Conversion,grocery_pos,92.072121,Mary,Pruitt,Female,54,38.9621,-94.5959,605000,1,1
10.42.0.151-104.192.110.245-40074-443-6,17-01-22,3600000000000000.0,Single Currency Card,gas_transport,351.184105,Mark,Allen,Male,66,34.0442,-94.3386,425000,1,1
10.42.0.211-10.42.0.1-63849-53-17,04-03-22,4.24e+18,EaseMyTrip,shopping_net,2672.6055309999997,Christopher,Odom,Male,62,39.485,-74.8776,720000,0,0
216.58.219.200-10.42.0.211-443-37324-6,14-02-22,30200000000000.0,Dynamic Currency Conversion,shopping_net,794.323892,Dalton,Jones,Male,56,45.3637,-84.4695,375900,1,1
192.229.173.173-10.42.0.211-80-33739-6,25-01-22,30300000000000.0,Dynamic Currency Conversion,misc_pos,495.65427999999997,John,Clarke,Male,53,36.802,-87.8286,1298000,0,0
10.42.0.211-64.71.142.120-60651-443-6,25-09-22,4000000000000000.0,Single Currency Card,gas_transport,186.739077,Chris,White,Male,46,33.3224,-86.9657,210000,1,1
172.217.3.110-10.42.0.151-443-58019-6,27-01-21,6540000000000000.0,EaseMyTrip,grocery_net,462.153221,John,Myers,Male,75,41.55,-87.4569,234000,0,0
10.42.0.211-112.80.248.187-54890-80-6,29-08-21,30400000000000.0,First Wealth Credit Card ,misc_pos,312.343947,Linda,Sanchez,Female,45,41.5744,-75.5881,285000,1,1
10.42.0.211-54.243.182.104-39004-443-6,24-02-22,378000000000000.0,Elite Credit Card,shopping_net,428.353499,Kimberly,Myers,Female,50,41.4682,-72.5751,400000,0,0
10.42.0.211-66.102.255.61-35617-443-6,08-03-21,376000000000000.0,Dynamic Currency Conversion,entertainment,282.152847,Nathan,Mayer,Male,41,42.0144,-88.0935,718000,0,0
10.42.0.211-64.71.142.124-40356-80-6,05-06-21,180000000000000.0,Single Currency Card,gas_transport,968.363741,William,Hunter,Male,38,41.5177,-78.2536,174500,0,0
10.42.0.211-103.235.46.212-46482-443-6,26-09-21,3560000000000000.0,EaseMyTrip,grocery_pos,296.681069,Janet,Turner,Female,66,46.1838,-101.2589,222400,0,0
184.169.166.225-10.42.0.211-443-59093-6,05-02-21,3510000000000000.0,Dynamic Currency Conversion,shopping_pos,1663.969183,Michael,Orozco,Male,61,45.1939,-112.0568,402500,0,0
10.42.0.211-23.206.166.62-49133-80-6,19-12-21,6540000000000000.0,Single Currency Card,shopping_net,3414.2201240000004,Bryan,Torres,Male,75,42.426,-83.15,250000,1,1
10.42.0.151-23.203.72.173-34563-443-6,14-01-21,572000000000.0,EaseMyTrip,shopping_net,3427.6354450000003,Susan,Mills,Female,63,38.2507,-85.7476,600000,1,1
183.79.248.124-10.42.0.151-443-44407-6,23-02-23,3550000000000000.0,Dynamic Currency Conversion,misc_pos,81.71664399999999,John,Hudson,Male,61,36.1043,-97.0609,930000,0,0
220.243.235.201-10.42.0.42-80-52594-6,04-01-23,4280000000000000.0,Single Currency Card,gas_transport,312.343947,Jennifer,Vance,Female,67,46.1664,-103.7079,272500,0,0
10.42.0.151-72.30.2.182-44844-443-6,13-03-21,4000000000000000.0,EaseMyTrip,grocery_pos,190.893951,Chris,White,Male,61,33.3224,-86.9657,363990,0,0
172.217.7.238-10.42.0.42-443-36143-6,28-11-22,4590000000000.0,First Wealth Credit Card ,misc_net,83.04101899999999,Melody,Thompson,Female,57,40.1362,-95.2138,575000,1,1
10.42.0.211-74.119.118.71-48377-443-6,11-04-22,213000000000000.0,Elite Credit Card,misc_net,125.135021,Andrea,Perkins,Female,67,41.8117,-79.2643,400000,1,1
220.243.235.201-10.42.0.211-80-53650-6,08-05-22,4990000000000000.0,Dynamic Currency Conversion,shopping_pos,2092.29409,Erika,Gonzalez,Female,52,37.6858,-83.9862,427874,1,1
10.42.0.211-77.234.44.79-35097-443-6,18-08-22,349000000000000.0,Single Currency Card,misc_net,152.221816,Megan,Murphy,Female,45,40.4542,-98.6538,309000,1,1
10.42.0.211-104.244.42.129-50643-443-6,23-06-21,4250000000000.0,EaseMyTrip,entertainment,312.343947,Judith,Moss,Female,64,39.537,-83.455,320000,1,1
203.90.242.126-10.42.0.211-80-55139-6,02-01-21,3570000000000000.0,Dynamic Currency Conversion,shopping_net,517.595201,Steven,Castaneda,Male,64,35.4311,-105.9409,390000,0,0
10.42.0.151-23.194.142.7-45976-443-6,03-10-21,2300000000000000.0,Dynamic Currency Conversion,shopping_net,541.5124099999999,Laura,Walker,Female,54,39.9972,-88.6962,299000,1,1
173.194.68.188-10.42.0.151-5228-60384-6,26-07-21,6010000000000000.0,Single Currency Card,shopping_net,129.992635,Jacqueline,Marsh,Female,66,40.1151,-79.8627,375000,0,0
172.217.10.240-10.42.0.42-443-57590-6,22-10-22,4470000000000.0,EaseMyTrip,grocery_pos,1263.139657,Dakota,Maldonado,Male,46,36.4899,-79.4736,240500,0,0
10.42.0.211-74.6.105.13-45117-443-6,21-12-21,60416207185.0,Single Currency Card,grocery_pos,1223.3357210000001,Mary,Diaz,Female,70,43.0048,-108.8964,320000,0,0
10.42.0.211-115.236.16.203-34325-443-6,21-04-22,676000000000.0,EaseMyTrip,entertainment,88.028446,Brittany,Cox,Female,56,34.0287,-118.4924,1270000,1,1
10.42.0.151-31.13.80.5-54404-443-6,05-07-22,180000000000000.0,Dynamic Currency Conversion,grocery_pos,438.318992,Michelle,Woods,Female,64,42.3703,-84.2485,658588,0,0
10.42.0.211-52.55.212.72-60343-443-6,11-10-22,4120000000000000.0,Single Currency Card,grocery_net,312.343947,Melinda,Gutierrez,Female,56,40.7152,-89.2706,270000,1,1
10.42.0.42-104.237.191.1-35397-443-6,25-06-22,3540000000000000.0,EaseMyTrip,gas_transport,163.663033,Steven,Yoder,Male,72,34.7437,-102.5064,327500,0,0
10.42.0.151-10.42.0.1-61053-53-17,01-03-21,4.46e+18,First Wealth Credit Card ,shopping_net,1066.8019359999998,Stanley,Mayo,Male,52,38.5234,-120.6763,340000,1,1
10.42.0.151-10.42.0.1-55098-53-17,28-07-22,6540000000000000.0,Elite Credit Card,entertainment,88.81419100000001,Michelle,Beck,Female,65,45.0632,-93.3811,200000,0,0
172.217.7.195-10.42.0.211-443-47128-6,09-12-21,2250000000000000.0,Dynamic Currency Conversion,shopping_net,12866.94167,Jennifer,Scott,Female,58,41.0109,-81.2977,1025000,1,1
10.42.0.211-23.206.173.182-47905-80-6,15-01-21,676000000000.0,Single Currency Card,grocery_net,270.774147,Brandy,Quinn,Female,73,29.6047,-96.5249,275000,1,1
220.181.7.190-10.42.0.211-443-39900-6,01-09-21,2270000000000000.0,EaseMyTrip,gas_transport,1791.729021,Carlos,Chung,Male,72,34.4959,-86.259,1126000,0,0
10.42.0.42-103.235.46.212-51903-443-6,30-09-22,3580000000000000.0,Dynamic Currency Conversion,grocery_pos,1689.9359690000001,Leah,Garner,Female,59,33.1044,-81.0221,280000,1,1
10.42.0.151-10.42.0.1-47182-53-17,12-06-22,4590000000000.0,Dynamic Currency Conversion,misc_net,162.763716,Melody,Thompson,Female,45,40.1362,-95.2138,485000,0,0
172.217.10.226-10.42.0.211-443-58942-6,28-10-22,3530000000000000.0,Single Currency Card,grocery_pos,312.343947,Nathan,Massey,Male,56,44.2529,-85.01700000000001,1901000,0,0
216.58.219.238-10.42.0.42-443-38037-6,17-10-21,502000000000.0,EaseMyTrip,shopping_net,561.333282,Robert,Flores,Male,51,41.5403,-122.9366,865000,1,1
172.217.12.163-10.42.0.151-443-41443-6,16-09-21,4610000000000.0,First Wealth Credit Card ,shopping_pos,162.995748,Vincent,Mueller,Male,55,32.876999999999995,-96.708,532000,1,1
203.205.158.63-10.42.0.211-80-35380-6,06-11-22,630000000000.0,Elite Credit Card,gas_transport,131.403254,Stephanie,Gill,Female,64,48.8878,-118.2105,364950,0,0
10.42.0.211-10.42.0.1-4866-53-17,25-11-21,30100000000000.0,Dynamic Currency Conversion,grocery_pos,2203.284474,Brianna,Foley,Female,48,35.9335,-84.1481,212500,1,1
10.42.0.151-23.74.67.241-40246-80-6,02-01-22,3530000000000000.0,Single Currency Card,grocery_pos,728.739114,Shelby,Mitchell,Female,34,43.8065,-73.0882,135000,0,0
172.217.12.170-10.42.0.211-443-45970-6,15-12-22,344000000000000.0,EaseMyTrip,misc_pos,795.091125,Sally,Moore,Female,43,33.9349,-80.8449,437000,1,1
10.42.0.211-10.42.0.1-1152-53-17,14-06-21,2240000000000000.0,Dynamic Currency Conversion,gas_transport,796.031998,Samuel,Jenkins,Male,52,38.4921,-85.4524,390000,0,0
203.205.158.60-10.42.0.211-80-54196-6,01-06-22,3540000000000000.0,EaseMyTrip,grocery_pos,572.683934,Steven,Yoder,Male,63,34.7437,-102.5064,760000,1,1
10.42.0.1-10.42.0.42-53-57517-17,08-03-23,180000000000000.0,Dynamic Currency Conversion,grocery_pos,110.52852299999999,Brianna,Page,Female,62,31.570999999999998,-86.2743,119500,0,0
10.42.0.211-52.84.143.156-35173-443-6,17-06-22,371000000000000.0,Single Currency Card,gas_transport,885.376298,Hannah,Thomas,Female,87,34.8698,-100.6806,2400000,0,0
10.42.0.211-10.42.0.1-27319-53-17,21-04-21,6010000000000000.0,EaseMyTrip,grocery_net,1947.9184850000001,Ann,Lawson,Female,55,46.1966,-118.9017,837500,0,0
10.42.0.211-119.146.74.49-38694-443-6,18-01-22,5560000000000000.0,Dynamic Currency Conversion,misc_net,316.46191600000003,Jack,Hill,Male,51,41.6125,-122.5258,327500,0,0
10.42.0.255-10.42.0.1-8610-8612-17,22-08-22,30000000000000.0,Single Currency Card,grocery_pos,312.343947,Allison,Ayala,Female,60,26.4722,-81.8122,175000,0,0
10.42.0.1-10.42.0.42-53-52142-17,13-10-21,213000000000000.0,EaseMyTrip,grocery_pos,10774.73572,Tara,Campbell,Female,48,41.606,-109.23,289950,1,1
10.42.0.42-47.89.68.225-59830-443-6,10-02-23,4050000000000000.0,First Wealth Credit Card ,gas_transport,572.3900990000001,Cheryl,Melton,Female,65,41.36600000000001,-98.0054,400000,1,1
10.42.0.151-119.146.74.32-55485-443-6,23-08-21,4.96e+18,Elite Credit Card,misc_net,227.160721,Kenneth,Robinson,Male,49,40.6747,-74.2239,219950,0,0
10.42.0.211-103.235.46.212-55403-443-6,06-08-22,30600000000000.0,Dynamic Currency Conversion,gas_transport,409.65366,Morgan,Smith,Female,32,35.1836,-81.4552,161700,0,0
172.217.10.131-10.42.0.211-443-45702-6,20-11-22,2580000000000000.0,Single Currency Card,shopping_pos,294.377252,Joseph,Morgan,Male,25,33.0067,-117.069,500000,0,0
10.42.0.42-54.71.146.239-37593-443-6,09-04-21,3580000000000000.0,EaseMyTrip,grocery_pos,149.493574,Deborah,Fisher,Female,28,35.0203,-106.5503,465000,1,1
10.42.0.151-10.42.0.1-56712-53-17,02-11-21,4.21e+18,Dynamic Currency Conversion,gas_transport,1069.925154,Valerie,Clark,Female,41,43.92100000000001,-122.7806,540000,1,1
172.217.12.174-10.42.0.42-443-45739-6,29-12-21,676000000000.0,Dynamic Currency Conversion,gas_transport,1451.018556,Vicki,Mendoza,Female,51,39.7562,-98.4462,525000,1,1
10.42.0.211-31.13.71.36-36880-443-6,14-01-21,4980000000000.0,Single Currency Card,shopping_pos,266.850585,Joseph,Spencer,Male,50,40.0113,-80.9701,324950,1,1
175.100.207.206-10.42.0.211-80-46327-6,11-08-21,3600000000000000.0,EaseMyTrip,shopping_net,183.964777,Jessica,Smith,Female,43,36.8421,-85.5396,565000,1,1
203.90.242.126-10.42.0.211-80-34174-6,17-09-21,4190000000000000.0,First Wealth Credit Card ,grocery_pos,2070.9073789999998,Jennifer,Spencer,Female,66,39.6251,-82.7552,760500,0,0
172.217.12.161-10.42.0.211-443-56082-6,03-04-22,6010000000000000.0,Elite Credit Card,grocery_net,1313.531481,Ashley,Whitney,Female,51,32.5104,-86.8138,1100000,1,1
10.42.0.211-10.42.0.1-49967-53-17,12-01-22,571000000000.0,EaseMyTrip,misc_net,736.789619,Barbara,Taylor,Female,55,44.5995,-86.2141,603500,0,0
10.42.0.151-10.42.0.1-53996-53-17,13-11-22,3530000000000000.0,Dynamic Currency Conversion,grocery_net,396.635432,Shelby,Mitchell,Female,49,43.8065,-73.0882,453500,0,0
172.217.11.13-10.42.0.151-443-52643-6,27-11-22,343000000000000.0,Single Currency Card,grocery_pos,312.343947,Gloria,Wallace,Female,31,43.6849,-71.2551,583000,0,0
139.59.109.5-10.42.0.42-80-48148-6,16-02-22,4980000000000000.0,EaseMyTrip,gas_transport,341.524735,Kelly,Zimmerman,Female,76,41.4193,-99.3844,275000,1,1
172.217.12.170-10.42.0.211-443-40698-6,13-08-21,4430000000000000.0,Dynamic Currency Conversion,shopping_pos,464.139521,Brittany,Guerra,Female,64,46.5901,-117.1692,875000,0,0
10.42.0.151-10.42.0.1-33467-53-17,03-04-21,3590000000000000.0,Single Currency Card,grocery_pos,196.720403,Douglas,Smith,Male,56,43.2363,-78.3138,335000,1,1
10.42.0.211-23.206.166.66-40757-80-6,03-12-21,371000000000000.0,EaseMyTrip,gas_transport,178.44023,Stacy,Lambert,Female,48,38.9311,-89.2463,646000,0,0
172.217.11.36-10.42.0.151-443-39829-6,27-11-22,6010000000000000.0,First Wealth Credit Card ,entertainment,165.304588,Steven,Williams,Male,56,38.8432,-78.6003,392500,1,1
